
wsk001
 File	         0 bytes	All Users
 Dir	         0 bytes	stephan.hildige.adm
 Dir	         0 bytes	stephan.hildige.adm.MTW

wsk701
 Dir	         0 bytes	Abraham.joseph
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Mina.Limbu
 Dir	         0 bytes	Natalie.Catt
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	akza.gigi
 Dir	         0 bytes	brijlal.raj
 Dir	         0 bytes	charley.dawson
 Dir	         0 bytes	claire.eaglestone
 Dir	         0 bytes	clare.davies
 Dir	         0 bytes	defaultuser0
 Dir	         0 bytes	denise.williams
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	e.mauchaza
 Dir	         0 bytes	emily.jordan
 Dir	         0 bytes	faye.jones
 Dir	         0 bytes	fraser.maclennon
 Dir	         0 bytes	helen.coppins
 Dir	         0 bytes	j.paramananthan
 Dir	         0 bytes	j.stamp
 Dir	         0 bytes	james.reeman
 Dir	         0 bytes	janos.reder
 Dir	         0 bytes	jennilyn.langaman
 Dir	         0 bytes	memory.masamba
 Dir	         0 bytes	moatey
 Dir	         0 bytes	muhammad.shakir
 Dir	         0 bytes	n.adekunle-thompson
 Dir	         0 bytes	namitha.benny
 Dir	         0 bytes	nicholas.tassell
 Dir	         0 bytes	niza.iniguez
 Dir	         0 bytes	paris.chandler
 Dir	         0 bytes	praveen.gopi
 Dir	         0 bytes	priya.hawthorne
 Dir	         0 bytes	shaun.dunmall.adm
 Dir	         0 bytes	shine.giri
 Dir	         0 bytes	simon.griffin
 Dir	         0 bytes	sruthy.prasannan

wsk785
 Dir	         0 bytes	Administrator
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Stephan.hildige.adm
 Dir	         0 bytes	Tracy.Killick
 Dir	         0 bytes	arichard
 Dir	         0 bytes	ceara.plummer
 Dir	         0 bytes	danielle.forder
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	diane.vandertak
 Dir	         0 bytes	jacharwood
 Dir	         0 bytes	jpriston
 Dir	         0 bytes	louise.allen
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	shaun.dunmall.adm
 Dir	         0 bytes	susan.higgins
 Dir	         0 bytes	swatson2

wsk136
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	K.Crosby-Bennin.adm
 Dir	         0 bytes	Momina.Ahmed
 Dir	         0 bytes	Muhammad.Sultan
 Dir	         0 bytes	Myunever.Tasimova
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	a.mcloughlin
 Dir	         0 bytes	a.mierzejewska
 Dir	         0 bytes	abhinaya.shivakumar
 Dir	         0 bytes	alexander.huddart
 Dir	         0 bytes	amie.thomas
 Dir	         0 bytes	amy.knight
 Dir	         0 bytes	annabel.kennedy
 Dir	         0 bytes	annabel.mcevoy
 Dir	         0 bytes	anthea.randell
 Dir	         0 bytes	cbelsom
 Dir	         0 bytes	cblanco
 Dir	         0 bytes	cgrainger
 Dir	         0 bytes	christine.wain
 Dir	         0 bytes	corinna.baring
 Dir	         0 bytes	defaultuser0
 Dir	         0 bytes	demi.nicholls
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	e.richardson-smith
 Dir	         0 bytes	elizabeth.hunt
 Dir	         0 bytes	emma.harrison1
 Dir	         0 bytes	felicity.north
 Dir	         0 bytes	gita.limbu2
 Dir	         0 bytes	graham.richards
 Dir	         0 bytes	hannah.duffy
 Dir	         0 bytes	hannah.vannoort
 Dir	         0 bytes	holly.shorten
 Dir	         0 bytes	jenny.weaver
 Dir	         0 bytes	kate.vinten
 Dir	         0 bytes	kelly.akhigbe
 Dir	         0 bytes	kmcdonald
 Dir	         0 bytes	l.amponsah
 Dir	         0 bytes	lani.jabile
 Dir	         0 bytes	lauren.paciej
 Dir	         0 bytes	lesley-ann.crooks
 Dir	         0 bytes	lgodsiff
 Dir	         0 bytes	louise.deacon
 Dir	         0 bytes	luna.dahal
 Dir	         0 bytes	luzia.machado
 Dir	         0 bytes	margaret.thompson
 Dir	         0 bytes	maria.cooper
 Dir	         0 bytes	maxine.eason
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	mobusar.raja.adm
 Dir	         0 bytes	natasha.ives
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	penny.flynn
 Dir	         0 bytes	rachel.waterhouse
 Dir	         0 bytes	rscutt.adm
 Dir	         0 bytes	sian.campbell
 Dir	         0 bytes	susan.robbins
 Dir	         0 bytes	tracey.spencer-brown
 Dir	         0 bytes	vaishnavi.kashyap
 Dir	         0 bytes	vera.acolatse
 Dir	         0 bytes	walid.alam
 Dir	         0 bytes	zolufunmilayo

wsk323
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Maya.Lewis
 Dir	         0 bytes	Myunever.Tasimova
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Sebolatan.Owolabi
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	Stephan.hildige.adm
 Dir	         0 bytes	a.mierzejewska
 Dir	         0 bytes	amy.northfield
 Dir	         0 bytes	amy.tucker
 Dir	         0 bytes	artwell.cheneka
 Dir	         0 bytes	christine.wain
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	elizabeth.hunt
 Dir	         0 bytes	emma.haigh
 Dir	         0 bytes	francis.nelmes
 Dir	         0 bytes	gemma.levett
 Dir	         0 bytes	georgina.white
 Dir	         0 bytes	hannah.duffy
 Dir	         0 bytes	hannah.vannoort
 Dir	         0 bytes	holly.shorten
 Dir	         0 bytes	jenny.weaver
 Dir	         0 bytes	kate.vinten
 Dir	         0 bytes	katie.somers
 Dir	         0 bytes	kmcdonald
 Dir	         0 bytes	l.amponsah
 Dir	         0 bytes	lesley-ann.crooks
 Dir	         0 bytes	lizzie.turner
 Dir	         0 bytes	louise.deacon
 Dir	         0 bytes	luzia.machado
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	maria.cooper
 Dir	         0 bytes	michelle.bell
 Dir	         0 bytes	rosalind.philpott
 Dir	         0 bytes	stacy.wilson
 Dir	         0 bytes	styliani.psaroudaki

wsk657
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Ella.Fisher
 Dir	         0 bytes	K.Crosby-Bennin.adm
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	angela.percival
 Dir	         0 bytes	claire.pegg
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	georgia.simpson
 Dir	         0 bytes	hannah.duffy
 Dir	         0 bytes	lachhimi.gurung
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	olufemi.ogunjobi.adm
 Dir	         0 bytes	pcitest02
 Dir	         0 bytes	rscutt.adm
 Dir	         0 bytes	shaun.dunmall.adm
 Dir	         0 bytes	sophie.mount
 Dir	         0 bytes	tsage

wsk981
 Dir	         0 bytes	Administrator
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	defaultuser0
 Dir	         0 bytes	defaultuser0.RWF19885
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	moatey
 Dir	         0 bytes	stephan.hildige.adm

wsk764
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	alice.gould
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	mohamed.madani
 Dir	         0 bytes	psmart
 Dir	         0 bytes	steve.croucher

wsk803
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Eugenija.vaiciunaite
 Dir	         0 bytes	JGallagher
 Dir	         0 bytes	Jacosia.Wainwright
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Stephan.hildige.adm
 Dir	         0 bytes	danielle.forder
 Dir	         0 bytes	debra.whitehead
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	jenifa.muscat
 Dir	         0 bytes	lourdes.cerezo
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	ofrancis
 Dir	         0 bytes	rochelle.honer
 Dir	         0 bytes	rscutt.adm
 Dir	         0 bytes	saara.mohammed
 Dir	         0 bytes	shaun.dunmall.adm
 Dir	         0 bytes	surjit.purewal
 Dir	         0 bytes	yvonne.riley

wsk714
 Dir	         0 bytes	Alex.Davies
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Eva.Mahendran
 Dir	         0 bytes	Justyna.Danowska
 Dir	         0 bytes	Mina.Limbu
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Stephan.hildige.adm
 Dir	         0 bytes	Tigy.Thomas
 Dir	         0 bytes	adriana.kadungure
 Dir	         0 bytes	adriana.rosao
 Dir	         0 bytes	agastin.chinnadurai
 Dir	         0 bytes	akza.gigi
 Dir	         0 bytes	alice.gamble
 Dir	         0 bytes	anna.hemmings
 Dir	         0 bytes	anum.muhammad
 Dir	         0 bytes	arnika.choudhury
 Dir	         0 bytes	azar.shiran
 Dir	         0 bytes	beth.carr
 Dir	         0 bytes	bkanna
 Dir	         0 bytes	bmedford
 Dir	         0 bytes	boluwatito.idowu
 Dir	         0 bytes	brijlal.raj
 Dir	         0 bytes	bwhorlow
 Dir	         0 bytes	c.johnson
 Dir	         0 bytes	casey.liu
 Dir	         0 bytes	charley.dawson
 Dir	         0 bytes	d.emmens
 Dir	         0 bytes	daffodil.mitra
 Dir	         0 bytes	defaultuser0
 Dir	         0 bytes	defaultuser0.RWF19951
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	dexter.titley
 Dir	         0 bytes	dmiller
 Dir	         0 bytes	dorah.tembo
 Dir	         0 bytes	dylan.almada
 Dir	         0 bytes	elijah.adesina
 Dir	         0 bytes	ellena.kirkham
 Dir	         0 bytes	elliot.bridgewater
 Dir	         0 bytes	faith.newman
 Dir	         0 bytes	fayaz.faqiri
 Dir	         0 bytes	hmorgan
 Dir	         0 bytes	ineshiri
 Dir	         0 bytes	iptihal.kharni
 Dir	         0 bytes	irshad.jeilani
 Dir	         0 bytes	jamie.carter
 Dir	         0 bytes	jane.muchati
 Dir	         0 bytes	jasmin.warren
 Dir	         0 bytes	jennifer.beeby
 Dir	         0 bytes	jenny.filmer
 Dir	         0 bytes	karl.greenland
 Dir	         0 bytes	kathleen.jeal
 Dir	         0 bytes	lindsay.prince
 Dir	         0 bytes	m.newman
 Dir	         0 bytes	mahfuz.rahman
 Dir	         0 bytes	marcjanna.glowa
 Dir	         0 bytes	maria.naseem
 Dir	         0 bytes	mgaseb
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	mojibola.ogunbanjo
 Dir	         0 bytes	moses.tsingano
 Dir	         0 bytes	muhammad.shakir
 Dir	         0 bytes	namitha.benny
 Dir	         0 bytes	nbozic
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	niza.iniguez
 Dir	         0 bytes	nsenthooran
 Dir	         0 bytes	p.hajichristou
 Dir	         0 bytes	pelin.gumus
 Dir	         0 bytes	ravindran.gopal
 Dir	         0 bytes	rebecca.harle
 Dir	         0 bytes	s.pereiraescorcio
 Dir	         0 bytes	samira.ali
 Dir	         0 bytes	sandy.wai man
 Dir	         0 bytes	shaun.dunmall.adm
 Dir	         0 bytes	shilpa.chandel
 Dir	         0 bytes	shine.giri
 Dir	         0 bytes	shohaib.naseer
 Dir	         0 bytes	smangala
 Dir	         0 bytes	solomon.moyo
 Dir	         0 bytes	srinivasan.annamalai
 Dir	         0 bytes	stephan.hildige
 Dir	         0 bytes	stephanie.roberts
 Dir	         0 bytes	t.natarajan
 Dir	         0 bytes	tafadzwa.matarirano
 Dir	         0 bytes	tanya.fitzpatrick
 Dir	         0 bytes	tanzim.ali
 Dir	         0 bytes	teresa.protheroe
 Dir	         0 bytes	v.ferreira
 Dir	         0 bytes	vasilakis.anastasis
 Dir	         0 bytes	vineetha.nair
 Dir	         0 bytes	vswaminathan

wsk998
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Desislava.Daneva
 Dir	         0 bytes	I.Sookun
 Dir	         0 bytes	Marek.Kulik.adm
 Dir	         0 bytes	Pritinam.Chongbang
 Dir	         0 bytes	Public
 Dir	         0 bytes	avelyn.yambao
 Dir	         0 bytes	charlotte.higgins
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	karen.kempster

wsk624
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	Stephan.hildige.adm
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	moatey
 Dir	         0 bytes	nicholas.tassell
 Dir	         0 bytes	olufemi.ogunjobi.adm

wsk796
 File	         0 bytes	All Users
 Dir	         0 bytes	Clinton.Keen
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Elizabeth.Solaru
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	chantelle.beer
 Dir	         0 bytes	chris.caulton
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	grace.mitchell
 Dir	         0 bytes	helen.bennett
 Dir	         0 bytes	laura.white
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	p.muyambi

wsk809
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Sandra.Ruler
 Dir	         0 bytes	Sandra.Ruler.ADMTW-TR
 Dir	         0 bytes	Sara.beagley
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	Stephan.hildige
 Dir	         0 bytes	cgrainger
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	isabelle.philippart
 Dir	         0 bytes	joe.brooker
 Dir	         0 bytes	jsmith3
 Dir	         0 bytes	marcjanna.glowa
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	s.parkes
 Dir	         0 bytes	stephan.hildige.adm
 Dir	         0 bytes	trevor.clarke
 Dir	         0 bytes	yvette.ribbons

wsk611
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Marek.Kulik.adm
 Dir	         0 bytes	Matthew.Fenton1
 Dir	         0 bytes	Momina.Ahmed
 Dir	         0 bytes	Public
 Dir	         0 bytes	SUTAPA.BARUA
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	albert.edwards
 Dir	         0 bytes	charlotte.mott
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	elaine.hales
 Dir	         0 bytes	jasmine.bunch
 Dir	         0 bytes	jhall
 Dir	         0 bytes	joseph.morilla
 Dir	         0 bytes	luna.dahal
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	rebecca.anson
 Dir	         0 bytes	saara.mohammed
 Dir	         0 bytes	safa.aykac
 Dir	         0 bytes	shuai.zhang
 Dir	         0 bytes	siaka.ishtiaq
 Dir	         0 bytes	sugeeta.sukumar
 Dir	         0 bytes	susanna.nallamilli
 Dir	         0 bytes	t.shanmugalingam
 Dir	         0 bytes	tamara.yu
 Dir	         0 bytes	vaishnavi.kashyap
 Dir	         0 bytes	vera.acolatse

wsk291
 File	         0 bytes	All Users
 Dir	         0 bytes	Deborah.Willcox
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Juliet.Laycock
 Dir	         0 bytes	Michelle.Page
 Dir	         0 bytes	NAVDEEP.UPILE
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Stephan.hildige.adm
 Dir	         0 bytes	Vishal.Pundir
 Dir	         0 bytes	WSK291$
 Dir	         0 bytes	alicya.synowiec
 Dir	         0 bytes	annabel.kennedy
 Dir	         0 bytes	bernadette.jenkins
 Dir	         0 bytes	cblanco
 Dir	         0 bytes	claire.brownson
 Dir	         0 bytes	cryan
 Dir	         0 bytes	defaultuser0
 Dir	         0 bytes	defaultuser0.MININT-HKCS4MT
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	dmiller
 Dir	         0 bytes	echezona.okoli1
 Dir	         0 bytes	emily.piddington
 Dir	         0 bytes	fareen.rahman
 Dir	         0 bytes	gemma.mccormick
 Dir	         0 bytes	hannah.duffy
 Dir	         0 bytes	hannah.francis
 Dir	         0 bytes	hayleytillett
 Dir	         0 bytes	helena.burgess
 Dir	         0 bytes	hvaughan
 Dir	         0 bytes	jakers
 Dir	         0 bytes	jarumugam
 Dir	         0 bytes	jeanette.smith
 Dir	         0 bytes	jennifer.pang
 Dir	         0 bytes	jhamann
 Dir	         0 bytes	karen.kempster
 Dir	         0 bytes	kelly.dormer
 Dir	         0 bytes	kelly.morphew
 Dir	         0 bytes	kerry.streatfield
 Dir	         0 bytes	kim.arnold
 Dir	         0 bytes	lucy.reed
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	margaret.thompson
 Dir	         0 bytes	megan.grimsley
 Dir	         0 bytes	melanie.yirenkyi
 Dir	         0 bytes	memory.masamba
 Dir	         0 bytes	mirela.velicu
 Dir	         0 bytes	nadine.caton
 Dir	         0 bytes	rburcomb
 Dir	         0 bytes	rcasey1
 Dir	         0 bytes	rosemeen.parkar
 Dir	         0 bytes	saba.imtiaz
 Dir	         0 bytes	sangita.gurung
 Dir	         0 bytes	segan
 Dir	         0 bytes	shaker.abdallah
 Dir	         0 bytes	sharron.reyes
 Dir	         0 bytes	shaun.dunmall.adm
 Dir	         0 bytes	shodgkin
 Dir	         0 bytes	shweta.sharma
 Dir	         0 bytes	sneha.george
 Dir	         0 bytes	swakelin
 Dir	         0 bytes	t.shanmugalingam
 Dir	         0 bytes	toan.vo
 Dir	         0 bytes	tsevitt
 Dir	         0 bytes	yuk-chun.lam
 Dir	         0 bytes	yvette.ribbons

wsk660
 File	         0 bytes	All Users
 Dir	         0 bytes	Danielle.mccann
 Dir	         0 bytes	Debbie.Webber
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Ella.Fisher
 Dir	         0 bytes	Emma.Hughes
 Dir	         0 bytes	Jknowles
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	alison.davison
 Dir	         0 bytes	amie.thomas
 Dir	         0 bytes	angela.percival
 Dir	         0 bytes	bethany.jones
 Dir	         0 bytes	caleb.edorh
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	eve.mcgarry
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	paulette.basham
 Dir	         0 bytes	rscutt.adm

wsk656
 File	         0 bytes	All Users
 Dir	         0 bytes	Apoorv.vashistha
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	david.margetts
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	ellen.wescomb
 Dir	         0 bytes	evinecombe
 Dir	         0 bytes	geoffrey.simpson
 Dir	         0 bytes	ionela.frasineanu
 Dir	         0 bytes	jodie.hudson
 Dir	         0 bytes	moatey
 Dir	         0 bytes	nicholas.tassell
 Dir	         0 bytes	olufemi.ogunjobi.adm
 Dir	         0 bytes	paz.mendoza
 Dir	         0 bytes	rpotts
 Dir	         0 bytes	shaun.dunmall.adm

wsk830
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	J.Glendenning
 Dir	         0 bytes	K.Crosby-Bennin.adm
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Stephan.hildige.adm
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	rob.test
 Dir	         0 bytes	rscutt
 Dir	         0 bytes	rscutt.adm
 Dir	         0 bytes	shaun.dunmall.adm

wsk672
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Jasmine.bunch
 Dir	         0 bytes	K.Crosby-Bennin.adm
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Scott.slater
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	becky.plumridge
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	jordan.carter
 Dir	         0 bytes	jordan.carter.bac
 Dir	         0 bytes	kim.martin
 Dir	         0 bytes	lavarniya.rajakumar
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	safa.aykac
 Dir	         0 bytes	stephan.hildige.adm
 Dir	         0 bytes	tracy.whyman
 Dir	         0 bytes	tsevitt

wsk694
 File	         0 bytes	All Users
 Dir	         0 bytes	Beth.Carr
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	K.Crosby-Bennin.adm
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	alison.richards1
 Dir	         0 bytes	bethany.jones
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	julia.sunnucks
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	olufemi.ogunjobi.adm
 Dir	         0 bytes	pavnish.rai
 Dir	         0 bytes	shamoon.hanif.adm
 Dir	         0 bytes	v.roberts
 Dir	         0 bytes	vearl

wsk644
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Jasmin.Warren
 Dir	         0 bytes	K.Crosby-Bennin.adm
 Dir	         0 bytes	Public
 Dir	         0 bytes	Roberts
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Stephan.hildige.adm
 Dir	         0 bytes	Tigy.Thomas
 Dir	         0 bytes	bvanblerk
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	dhinakar
 Dir	         0 bytes	elijah.adesina
 Dir	         0 bytes	knathan
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	nsenthooran
 Dir	         0 bytes	shaun.dunmall.adm
 Dir	         0 bytes	tafadzwa.matarirano

wsk600
 Dir	         0 bytes	A.Warrilow-Wilson
 Dir	         0 bytes	Afua.Kwarteng
 File	         0 bytes	All Users
 Dir	         0 bytes	Amy.webster
 Dir	         0 bytes	Angela-Yixin.Cao
 Dir	         0 bytes	Biji.john
 Dir	         0 bytes	C.Kavanagh
 Dir	         0 bytes	Daniel.Onyeani
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Diana.hodgson
 Dir	         0 bytes	Edward.ani1
 Dir	         0 bytes	Frances.Amaechi
 Dir	         0 bytes	Jay.Patel1
 Dir	         0 bytes	L.Watkins-Pitchford
 Dir	         0 bytes	Locum73.Generic
 Dir	         0 bytes	Madalitso.Magombo
 Dir	         0 bytes	Margaret.ODonoghue
 Dir	         0 bytes	Momina.Ahmed
 Dir	         0 bytes	Muhammad.Sultan
 Dir	         0 bytes	Namita.Baniya
 Dir	         0 bytes	Natalia.Chance
 Dir	         0 bytes	Nicey.Padinjarekara
 Dir	         0 bytes	Nicola.Tallon
 Dir	         0 bytes	Nrobinson
 Dir	         0 bytes	Olayisade.Babalola
 Dir	         0 bytes	Public
 Dir	         0 bytes	Qp11.Generic
 Dir	         0 bytes	Qp54.Generic
 Dir	         0 bytes	Qp69.Generic
 Dir	         0 bytes	Qp81.Generic
 Dir	         0 bytes	Qp92.Generic
 Dir	         0 bytes	Raj.Ravindran
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	Smriti.gurung
 Dir	         0 bytes	Steph.Mills
 Dir	         0 bytes	Stephanie.Martin
 Dir	         0 bytes	TRACIE.INKPEN
 Dir	         0 bytes	Telshi.Joseph1
 Dir	         0 bytes	a.mcloughlin
 Dir	         0 bytes	abidemi.adewumi1
 Dir	         0 bytes	abinaya.lingeswaran
 Dir	         0 bytes	aisha.ahmadu
 Dir	         0 bytes	aisha.shahzadi
 Dir	         0 bytes	aizzah.mahmood
 Dir	         0 bytes	ajay.thomas
 Dir	         0 bytes	alexander.huddart
 Dir	         0 bytes	alexander.mott
 Dir	         0 bytes	amanda.chang
 Dir	         0 bytes	amruni.choudhari
 Dir	         0 bytes	angela.murphy
 Dir	         0 bytes	babita.gurung
 Dir	         0 bytes	bec.legge
 Dir	         0 bytes	bemigho.onemokpe
 Dir	         0 bytes	bethany.pilling
 Dir	         0 bytes	bibi.sobrany
 Dir	         0 bytes	bipima.gurung
 Dir	         0 bytes	bwienrich
 Dir	         0 bytes	caitlin.bellsham
 Dir	         0 bytes	cara.reid
 Dir	         0 bytes	carlo.pastorino
 Dir	         0 bytes	caroline.dada
 Dir	         0 bytes	caroline.grist
 Dir	         0 bytes	catrin.cox
 Dir	         0 bytes	charlotte.butler
 Dir	         0 bytes	cheran.anandarajah
 Dir	         0 bytes	chinomso.obiji
 Dir	         0 bytes	chitra.srinivasan
 Dir	         0 bytes	christer.sawaya
 Dir	         0 bytes	christy.bahanan
 Dir	         0 bytes	comfort.king
 Dir	         0 bytes	daniel.radford
 Dir	         0 bytes	denise.burt
 Dir	         0 bytes	denise.parks
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	eleanor.wilkinson
 Dir	         0 bytes	elsa.powell
 Dir	         0 bytes	elvis.aduwa
 Dir	         0 bytes	emma.newman
 Dir	         0 bytes	fatima.correia
 Dir	         0 bytes	federico.delfanti
 Dir	         0 bytes	g.lobo-hoth
 Dir	         0 bytes	georgia.brako
 Dir	         0 bytes	graciela.sluga
 Dir	         0 bytes	hannah.godden
 Dir	         0 bytes	hashem.malkawi
 Dir	         0 bytes	hayley.marlow
 Dir	         0 bytes	hira.mohammad
 Dir	         0 bytes	irshad.shoaib
